,index,name,metal_complex,SMILES,max_absorption_peak,max_emission_peak,solvant_spectrum,molar_extinction_coefficient,quantum_yield_fluorescence,max_phosphorescence_peak,quantum_yield_singlet_oxygen,solvant_quantum_yield,energy_level_exited_triplet_state,energy_level_HUMO,energy_level_LUMO,difference_HOMO_and_LUMO,method_for_HOMO/LUMO,all_absoption_peaks,reference_DOI
1571,4_31,8c,FALSE,O=C1/C(C(NC2=CC(I)=CC=C2)=C1/C=C3N(CCCCCCCCCCCC)C(C=CC(I)=C4)=C4S/3)=C\C5=[N+](CCCCCCCCCCCC)C6=C(C=C(I)C=C6)S5,675,,dichloromethane,190546,,,0.33,dichloromethane,,,,,,675,10.1002/hlca.200590084
1572,4_32,8d,FALSE,O=C1/C(C(NC2=CC=CC=C2)=C1/C=C3N(CCCCCC)C(C=CC=C4)=C4S/3)=C\C5=[N+](CCCCCC)C6=C(C=CC=C6)S5,663,,dichloromethane,194984,,,0.32,dichloromethane,,,,,,"360, 663",10.1002/hlca.200590084
1573,4_33,8e,FALSE,O=C1/C(C(NC2=CC(I)=CC=C2)=C1/C=C3N(CCCCCC)C(C=CC=C4)=C4S/3)=C\C5=[N+](CCCCCC)C6=C(C=CC=C6)S5,660,,dichloromethane,154882,,,0.39,dichloromethane,,,,,,660,10.1002/hlca.200590084
1574,4_34,ICG,FALSE,CC1(C)C2=C(C=CC3=C2C=CC=C3)N(CCCCS(=O)(O[Na])=O)/C1=C/C=C/C=C/C=C/C4=[N+](CCCCS(=O)([O-])=O)C5=C(C(C=CC=C6)=C6C=C5)C4(C)C,780,,water,,0.27,,0.1,PBS,,,,,,"700, 780",10.1039/c6cc09624g
1575,4_35,6a,FALSE,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCS(=O)(O[Na])=O)C(C=CC(I)=C5)=C5C\4(C)C,790,,water,,0.22,,0.66,PBS,,,,,,"700, 790",10.1039/c6cc09624g
1576,4_36,6b,FALSE,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)C3=C(C(I)=CC(I)=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCS(=O)(O[Na])=O)C(C=C(I)C=C5I)=C5C\4(C)C,687,,water,,0.009,,0.44,PBS,,,,,,687,10.1039/c6cc09624g
1577,4_37,Dye10,FALSE,O=C1/C(C([O-])=C1/C=C2N(CCCCCC)C(C=CC(I)=C3)=C3C=C/2)=C\C4=[N+](CCCCCC)C5=C(C=CC=C5)S4,726,,DMSO,181970,,,0.03,chloroform,,,,,,"675, 726",10.3390/app9245414
1578,4_38,Dye12,FALSE,O=C1/C(C(N)=C1/C=C2N(CCCCCC)C(C=CC(I)=C3)=C3C=C/2)=C\C4=[N+](CCCCCC)C5=C(C=CC=C5)S4.FC(F)(S(=O)([O-])=O)F,705,,DMSO,147911,,,0.03,chloroform,,,,,,705,10.3390/app9245414
1579,4_39,Dye13,FALSE,O=C1/C(C(NC)=C1/C=C2N(CCCCCC)C(C=CC(I)=C3)=C3C=C/2)=C\C4=[N+](CCCCCC)C5=C(C=CC=C5)S4.FC(F)(S(=O)([O-])=O)F,715,,DMSO,151356,,,0.05,chloroform,,,,,,715,10.3390/app9245414
1580,4_40,0aa,FALSE,ClC1=C(/C=C/C2=[N+](CCCCCC(O)=O)C3=C(C=CC=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCCC(O)=O)C(C=CC=C5)=C5C\4(C)C,796,815,PBS (pH 7.4),235120,0.076,,0.058,PBS (pH 7.4),,,,,,796,10.1021/acsabm.8b00414
1581,4_41,0bb,FALSE,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)C3=C(C=CC=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCS(=O)([O-])=O)C(C=CC=C5)=C5C\4(C)C,812,827,PBS (pH 7.4),340920,0.095,,0.07,PBS (pH 7.4),,,,,,812,10.1021/acsabm.8b00414
1582,4_42,0cc,FALSE,ClC1=C(/C=C/C2=[N+](CCC)C3=C(C=CC=C3)C2(C)C)CCC/C1=C\C=C4N(CCC)C(C=CC=C5)=C5C\4(C)C,803,818,PBS (pH 7.4),100080,0.077,,0.144,PBS (pH 7.4),,,,,,803,10.1021/acsabm.8b00414
1583,4_43,1aa,FALSE,ClC1=C(/C=C/C2=[N+](CCCCCC(O)=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCCC(O)=O)C(C=CC=C5)=C5C\4(C)C,803,819,PBS (pH 7.4),209480,0.071,,0.379,PBS (pH 7.4),,,,,,803,10.1021/acsabm.8b00414
1584,4_44,1bb,FALSE,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCS(=O)([O-])=O)C(C=CC=C5)=C5C\4(C)C,796,812,PBS (pH 7.4),208600,0.072,,0.347,PBS (pH 7.4),,,,,,796,10.1021/acsabm.8b00414
1585,4_45,1ab,FALSE,ClC1=C(/C=C/C2=[N+](CCCCCC(O)=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCS(=O)([O-])=O)C(C=CC=C5)=C5C\4(C)C,812,823,PBS (pH 7.4),211800,0.069,,0.272,PBS (pH 7.4),,,,,,812,10.1021/acsabm.8b00414
1586,4_46,1ac,FALSE,ClC1=C(/C=C/C2=[N+](CCCCCC(O)=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCC)C(C=CC=C5)=C5C\4(C)C,803,819,PBS (pH 7.4),199960,0.077,,0.403,PBS (pH 7.4),,,,,,803,10.1021/acsabm.8b00414
1587,4_47,1bc,FALSE,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCC)C(C=CC=C5)=C5C\4(C)C,812,827,PBS (pH 7.4),200240,0.071,,0.449,PBS (pH 7.4),,,,,,812,10.1021/acsabm.8b00414
1588,4_48,2aa,FALSE,ClC1=C(/C=C/C2=[N+](CCCCCC(O)=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCCC(O)=O)C(C=CC(I)=C5)=C5C\4(C)C,794,811,PBS (pH 7.4),229200,0.044,,0.627,PBS (pH 7.4),,,,,,794,10.1021/acsabm.8b00414
1589,4_49,2bb,FALSE,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCS(=O)([O-])=O)C(C=CC(I)=C5)=C5C\4(C)C,812,825,PBS (pH 7.4),252000,0.065,,0.686,PBS (pH 7.4),,,,,,812,10.1021/acsabm.8b00414
1590,4_50,2cc,FALSE,ClC1=C(/C=C/C2=[N+](CCC)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCC)C(C=CC(I)=C5)=C5C\4(C)C,813,827,PBS (pH 7.4),148360,0.047,,0.591,PBS (pH 7.4),,,,,,813,10.1021/acsabm.8b00414
1591,4_51,2ab,FALSE,ClC1=C(/C=C/C2=[N+](CCCCCC(O)=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCS(=O)([O-])=O)C(C=CC(I)=C5)=C5C\4(C)C,812,825,PBS (pH 7.4),268560,0.063,,0.79,PBS (pH 7.4),,,,,,812,10.1021/acsabm.8b00414
1592,4_52,2ac,FALSE,ClC1=C(/C=C/C2=[N+](CCCCCC(O)=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCC)C(C=CC(I)=C5)=C5C\4(C)C,803,816,PBS (pH 7.4),180680,0.069,,0.675,PBS (pH 7.4),,,,,,803,10.1021/acsabm.8b00414
1593,4_53,2bc,FALSE,ClC1=C(/C=C/C2=[N+](CCCCS(=O)([O-])=O)C3=C(C=C(I)C=C3)C2(C)C)CCC/C1=C\C=C4N(CCC)C(C=CC(I)=C5)=C5C\4(C)C,803,819,PBS (pH 7.4),248960,0.062,,0.767,PBS (pH 7.4),,,,,,803,10.1021/acsabm.8b00414
1594,4_54,3bb,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(OC3=CC=C(C([O-])=O)C=C3)C2=C\C=C4N(CCCCS(=O)([O-])=O)C(C=CC(I)=C5)=C5C\4(C)C)=[N+](CCCCS(=O)([O-])=O)C6=C1C=C(I)C=C6,793,816,PBS (pH 7.4),,,,0.382,PBS (pH 7.4),,,,,,793,10.1021/acsabm.8b00414
1595,4_55,5bb,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC=C(C([O-])=O)C=C3)C2=C\C=C4N(CCCCS(=O)([O-])=O)C(C=CC(I)=C5)=C5C\4(C)C)=[N+](CCCCS(=O)([O-])=O)C6=C1C=C(I)C=C6,820,832,PBS (pH 7.4),,,,0.298,PBS (pH 7.4),,,,,,820,10.1021/acsabm.8b00414
1596,4_56,CyI,FALSE,CC1(C)C2=C(C=CC(I)=C2)N(CCC(O)=O)/C1=C/C=C/C=C/C=C/C3=[N+](CCC(O)=O)C4=C(C=C(I)C=C4)C3(C)C,749,830,DMF,,0.48,,0.75,PBS,,,,,,749,10.1021/acsami.9b07694
1597,4_57,Cy7,FALSE,CC1(C)C2=C(C=CC(S(=O)(O)=O)=C2)N(CCC(O)=O)/C1=C/C=C/C=C/C=C/C3=[N+](CC)C4=C(C=C(S(=O)(O)=O)C=C4)C3(C)C,749,776,water,,0.6,,0.1,PBS,,,,,,749,10.1021/acsami.9b07694
1598,4_58,cypate,FALSE,CC1(C)C2=C(C=CC3=C2C=CC=C3)N(CCC(O)=O)/C1=C/C=C/C=C/C=C/C4=[N+](CCC(O)=O)C5=C(C(C=CC=C6)=C6C=C5)C4(C)C,780,804,water,,0.13,,0.17,PBS,,,,,,780,10.1021/acsami.9b07694
1599,4_59,CyO-,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(NC3CC(C)(C)N([O-])C(C)(C)C3)C2=C\C=C4N(CCCCS(=O)(O)=O)C(C=CC=C5)=C5C\4(C)C)=[N+](CCCCS(=O)(O)=O)C6=CC=CC=C61,692,762,PBS,142000,0.1212,,0.1696,ethanol,,,,,,692,10.1016/j.saa.2019.117702
1600,4_60,CyOH,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(NC3CC(C)(C)N(O)C(C)(C)C3)C2=C\C=C4N(CCCCS(=O)(O)=O)C(C=CC=C5)=C5C\4(C)C)=[N+](CCCCS(=O)(O)=O)C6=CC=CC=C61,686,759,PBS,43000,,,0.0198,ethanol,,,,,,686,10.1016/j.saa.2019.117702
1601,4_61,Dye1,FALSE,[O-]C1=C(/C=C2C(C)(C)C(C=CC=C3)=C3N/2C)C(/C1=C\C4=[N+](C)C5=C(C=CC=C5)C4(C)C)=C(C#N)\C#N,668,,acetonitrile ,112202,,,0.01,chloroform,,,,,,668,10.3390/ma13092083
1602,4_62,Dye2,FALSE,[O-]C1=C(/C=C2SC(C=CC=C3)=C3N/2CCCC(OCCCC)=O)C(/C1=C\C4=[N+](C)C5=C(C=CC=C5)C4(C)C)=C(C#N)\C#N,673,,acetonitrile ,85114,,,0.03,chloroform,,,,,,673,10.3390/ma13092083
1603,4_63,Dye3,FALSE,[O-]C1=C(/C=C2SC(C=CC=C3)=C3N/2CCCCCC)C(/C1=C\C4=[N+](C)C5=C(C=CC=C5)C4(C)C)=C(C#N)\C#N,672,,acetonitrile ,109648,,,0.03,chloroform,,,,,,672,10.3390/ma13092083
1604,4_64,Dye4,FALSE,[O-]C1=C(/C=C2SC(C=C(I)C=C3)=C3N/2CCCCCC)C(/C1=C\C4=[N+](C)C5=C(C=CC=C5)C4(C)C)=C(C#N)\C#N,683,,acetonitrile ,117490,,,0.06,chloroform,,,,,,683,10.3390/ma13092083
1605,4_65,Dye5,FALSE,[O-]C1=C(/C=C2[Se]C(C=CC=C3)=C3N/2CCCCCC)C(/C1=C\C4=[N+](C)C5=C(C=CC=C5)C4(C)C)=C(C#N)\C#N,681,,acetonitrile ,114815,,,0.08,chloroform,,,,,,681,10.3390/ma13092083
1606,4_66,4a,FALSE,O=C1/C(C([O-])=C1/C=C2C(C)(C)C(C=CC=C3)=C3N/2C)=C\C4=[N+](C)C5=C(C=CC=C5)C4(C)C,641,,DMSO,245471,,,0.04,chloroform,,,,,,641,10.1016/j.pdpdt.2020.101844
1607,4_67,4b,FALSE,O=C1/C(C([O-])=C1/C=C2C(C)(C)C(C=CC=C3)=C3N/2CC)=C\C4=[N+](CC)C5=C(C=CC=C5)C4(C)C,642,,DMSO,288403,,,0.05,chloroform,,,,,,642,10.1016/j.pdpdt.2020.101844
1608,4_68,5a,FALSE,O=C1/C(C([S-])=C1/C=C2C(C)(C)C(C=CC=C3)=C3N/2C)=C\C4=[N+](C)C5=C(C=CC=C5)C4(C)C,652,,DMSO,114815,,,0.27,chloroform,,,,,,652,10.1016/j.pdpdt.2020.101844
1609,4_69,5b,FALSE,O=C1/C(C([S-])=C1/C=C2C(C)(C)C(C=CC=C3)=C3N/2CC)=C\C4=[N+](CC)C5=C(C=CC=C5)C4(C)C,645,,DMSO,107152,,,0.16,chloroform,,,,,,645,10.1016/j.pdpdt.2020.101844
1610,4_70,6a,FALSE,S=C1/C(C([S-])=C1/C=C2C(C)(C)C(C=CC=C3)=C3N/2C)=C\C4=[N+](C)C5=C(C=CC=C5)C4(C)C,659,,DMSO,120226,,,0.14,chloroform,,,,,,659,10.1016/j.pdpdt.2020.101844
1611,4_71,6b,FALSE,S=C1/C(C([S-])=C1/C=C2C(C)(C)C(C=CC=C3)=C3N/2CC)=C\C4=[N+](CC)C5=C(C=CC=C5)C4(C)C,660,,DMSO,134896,,,0.36,chloroform,,,,,,660,10.1016/j.pdpdt.2020.101844
1612,4_72,"[2,9,16,23-tetrakis(tert-butylsulfanyl)-3,10,17,24-tetrakis(5-carboxypentylamino)]-1,4,8,11,15,18,22,25-(octaaza)phthalocyaninato] magnesium(II) (6)",TRUE,CC(C)(C)SC1=NC2=C3N4[Mg]N5/C(C(N=C(SC(C)(C)C)C(NCCCCCC(O)=O)=N6)=C6/C5=N/C(C7=C/8N=C(NCCCCCC(O)=O)C(SC(C)(C)C)=N7)=NC8=N/3)=N\C9=N/C(C%10=C9N=C(NCCCCCC(O)=O)C(SC(C)(C)C)=N%10)=N\C4=C2N=C1NCCCCCC(O)=O,655,,THF,138600,,,0.18,DMF,,,,,,"655, 595, 464, 379",10.1142/S1088424606000156
1613,4_73,"[2,9,16,23-tetrakis(tert-butylsulfanyl)-3,10,17,24-tetrakis(5-butoxycarbonylpentylamino)]-1,4,8,11,15,18,22,25-(octaaza)-phthalocyaninato] magnesium(II) (9)",TRUE,CC(C)(C)SC1=NC2=C3N4[Mg]N5/C(C(N=C(SC(C)(C)C)C(NCCCCCC(OCCCC)=O)=N6)=C6/C5=N/C(C7=C/8N=C(NCCCCCC(OCCCC)=O)C(SC(C)(C)C)=N7)=NC8=N/3)=N\C9=N/C(C%10=C9N=C(NCCCCCC(OCCCC)=O)C(SC(C)(C)C)=N%10)=N\C4=C2N=C1NCCCCCC(OCCCC)=O,655,,THF,132900,,,0.22,DMF,,,,,,"655, 595, 462, 378  ",10.1142/S1088424606000156
1614,4_74,"[2,9,16,23-tetrakis(tert-butylsulfanyl)-3,10,17,24-tetrakis(5-diethylcarbamoylpentylamino)]-1,4,8,11,15,18,22,25-(octaaza)-phthalocyaninato] magnesium(II) (11)",TRUE,CC(C)(C)SC1=NC2=C3N4[Mg]N5/C(C(N=C(SC(C)(C)C)C(NCCCCCC(N(CC)CC)=O)=N6)=C6/C5=N/C(C7=C/8N=C(NCCCCCC(N(CC)CC)=O)C(SC(C)(C)C)=N7)=NC8=N/3)=N\C9=N/C(C%10=C9N=C(NCCCCCC(N(CC)CC)=O)C(SC(C)(C)C)=N%10)=N\C4=C2N=C1NCCCCCC(N(CC)CC)=O,655,,THF,138900,,,0.22,DMF,,,,,,"655, 596, 475, 379",10.1142/S1088424606000156
1615,4_75,"2,9,16,23-tetrakis(tert-butylsulfanyl)-3,10,17,24-tetrakis(5-diethylcarbamoylpentylamino)]-1,4,8,11,15,18,22,25-(octaaza)-phthalocyanine (12)",FALSE,CC(C)(C)SC1=NC2=C(/N=C3C4=C(N=C(SC(C)(C)C)C(NCCCCCC(N(CC)CC)=O)=N4)C(/N=C5C6=C(N=C(SC(C)(C)C)C(NCCCCCC(N(CC)CC)=O)=N6)/C(N/5)=N/C7=N/C(C8=C7N=C(NCCCCCC(N(CC)CC)=O)C(SC(C)(C)C)=N8)=N\9)=N/3)NC9=C2N=C1NCCCCCC(N(CC)CC)=O,680,,THF,71800,,,0.01,DMF,,,,,,"680, 650, 487, 365",10.1142/S1088424606000156
1616,4_76,"[2,9,16,23-tetrakis(tert-butylsulfanyl)-3,10,17,24-tetrakis(5-diethylcarbamoylpentylamino)]-1,4,8,11,15,18,22,25-(octaaza)-phthalocyaninato] zinc(II) (13)",TRUE,CC(C)(C)SC1=NC2=C(N=C3C4=C(N=C(SC(C)(C)C)C(NCCCCCC(N(CC)CC)=O)=N4)C5=[N]3[Zn]67N8C(C(N=C(SC(C)(C)C)C(NCCCCCC(N(CC)CC)=O)=N9)=C9C8=N5)=NC%10=[N]7C(C%11=C%10N=C(NCCCCCC(N(CC)CC)=O)C(SC(C)(C)C)=N%11)=N%12)N6C%12=C2N=C1NCCCCCC(N(CC)CC)=O,652,,THF,112400,,,0.47,DMF,,,,,,"652, 595, 475, 374",10.1142/S1088424606000156
1617,4_77,14,TRUE,CC(C)(C)SC1=NC2=C(/N=C3C4=C(N=C(SC(C)(C)C)C(SC(C)(C)C)=N4)C(/N=C5C6=C(N=C(SC(C)(C)C)C(SC(C)(C)C)=N6)/C(N/5[Mg]7)=N/C8=N/C(C9=C8N=C(SC(C)(C)C)C(SC(C)(C)C)=N9)=N\%10)=N/3)N7C%10=C2N=C1SC(C)(C)C,651,,THF,,,,0.3,DMF,,,,,,651,10.1142/S1088424606000156
1618,4_78,15,TRUE,CCCCNC1=NC2=C(N=C1NCCCC)/C3=N/C4=N/C(C5=C4N=C(NCCCC)C(NCCCC)=N5)=N\C6=C7C(N=C(NCCCC)C(NCCCC)=N7)=C8N6[Mg]N3/C2=N\C(C9=C/%10N=C(NCCCC)C(NCCCC)=N9)=NC%10=N/8,641,,THF,,,,0.01,DMF,,,,,,641,10.1142/S1088424606000156
1619,4_79,16,TRUE,CC(C)(C)SC1=NC2=C(N=C3C4=C(N=C(SC(C)(C)C)C(SC(C)(C)C)=N4)C5=[N]3[Zn]67N8C(C(N=C(SC(C)(C)C)C(SC(C)(C)C)=N9)=C9C8=N5)=NC%10=[N]7C(C%11=C%10N=C(SC(C)(C)C)C(SC(C)(C)C)=N%11)=N%12)N6C%12=C2N=C1SC(C)(C)C,650,,THF,,,,0.65,DMF,,,,,,650,10.1142/S1088424606000156
1620,4_80,CD（1）,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC=C(N)C=C3)C2=C\C=C4N(CCCCS(=O)(O[Na])=O)C(C=CC5=C6C=CC=C5)=C6C\4(C)C)=[N+](CCCCS(=O)([O-])=O)C7=C1C(C=CC=C8)=C8C=C7,834,874,methanol,,,,0,methanol,,,,,,"400, 660, 834",10.7150/thno.5923
1621,4_81,CD（2）,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC=C(N)C=C3)C2=C\C=C4N(CCCCS(=O)(O[Na])=O)C(C=CC=C5)=C5C\4(C)C)=[N+](CCCCS(=O)([O-])=O)C6=C1C=CC=C6,795,829,methanol,,,,0,methanol,,,,,,,10.7150/thno.5923
1622,4_82,CD（3）,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC(C(O)=O)=CC=C3)C2=C\C=C4N(CCCCS(=O)(O[Na])=O)C(C=CC5=C6C=CC=C5)=C6C\4(C)C)=[N+](CCCCS(=O)([O-])=O)C7=C1C(C=CC=C8)=C8C=C7,832,866,methanol,,,,0,methanol,,,,,,,10.7150/thno.5923
1623,4_83,CD（4）,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC(C(O)=O)=CC=C3)C2=C\C=C4N(CCCCS(=O)(O[Na])=O)C(C=CC=C5)=C5C\4(C)C)=[N+](CCCCS(=O)([O-])=O)C6=C1C=CC=C6,795,829,methanol,,,,0,methanol,,,,,,,10.7150/thno.5923
1624,4_84,CYPATE（5）,FALSE,CC(C(C(C=CC=C1)=C1C=C2)=C2N3CCC(O)=O)(C)C3/C=C/C=C/C=C/C=C4N(CCC(O)=O)C(C=CC5=C6C=CC=C5)=C6C/4(C)C,785,822,methanol,,,,0,methanol,,,,,,"420, 785",10.7150/thno.5923
1625,4_85,HPPH-CD（9）,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC=C(NC(CC[C@@H]4/C(N=C5[C@H]4C)=C6CC(C7=C\6NC(/C=C8C(CC)=C(C)C(/C=C9C(C(OCCCCCC)C)=C(C)/C(N/9)=C/5)=N/8)=C7C)=O)=O)C=C3)C2=C\C=C%10N(CCCCS(=O)(O[Na])=O)C(C=CC%11=C%12C=CC=C%11)=C%12C\%10(C)C)=[N+](CCCCS(=O)([O-])=O)C%13=C1C(C=CC=C%14)=C%14C=C%13,834,874,methanol,,,,0.08,methanol,,,,,,"400, 660, 834",10.7150/thno.5923
1626,4_86,HPPH-NH3（10）,FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC=C(NC(CC[C@@H]4/C(N=C5[C@H]4C)=C6CC(C7=C\6NC(/C=C8C(CC)=C(C)C(/C=C9C(C(OCCCCCC)C)=C(C)/C(N/9)=C/5)=N/8)=C7C)=O)=O)C=C3)C2=C\C=C%10N(CCCCS(=O)(O[Na])=O)C(C=CC=C%11)=C%11C\%10(C)C)=[N+](CCCCS(=O)([O-])=O)C%12=C1C=CC=C%12,796,831,methanol,,,,0.05,methanol,,,,,,"400, 660, 796",10.7150/thno.5923
1627,4_87,HPPH2CD(11),FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC(C(N(CCNC(CC[C@@H]4/C(N=C5[C@H]4C)=C6CC(C7=C\6NC(/C=C8C(CC)=C(C)C(/C=C9C(C(OCCCCCC)C)=C(C)/C(N/9)=C/5)=N/8)=C7C)=O)=O)CCNC(CC[C@@H]%10/C(N=C%11[C@H]%10C)=C%12CC(C%13=C\%12NC(/C=C%14C(CC)=C(C)C(/C=C%15C(C(OCCCCCC)C)=C(C)/C(N/%15)=C/%11)=N/%14)=C%13C)=O)=O)=O)=CC=C3)C2=C\C=C%16N(CCCCS(=O)(O[Na])=O)C(C=CC%17=C%18C=CC=C%17)=C%18C\%16(C)C)=[N+](CCCCS(=O)([O-])=O)C%19=C1C(C=CC=C%20)=C%20C=C%19,850,890,methanol,,,,0.09,methanol,,,,,,"400, 660, 850",10.7150/thno.5923
1628,4_88,HPPH2NH3(12),FALSE,CC1(C)C(/C=C/C(CCC/2)=C(SC3=CC(C(N(CCNC(CC[C@@H]4/C(N=C5[C@H]4C)=C6CC(C7=C\6NC(/C=C8C(CC)=C(C)C(/C=C9C(C(OCCCCCC)C)=C(C)/C(N/9)=C/5)=N/8)=C7C)=O)=O)CCNC(CC[C@@H]%10/C(N=C%11[C@H]%10C)=C%12CC(C%13=C\%12NC(/C=C%14C(CC)=C(C)C(/C=C%15C(C(OCCCCCC)C)=C(C)/C(N/%15)=C/%11)=N/%14)=C%13C)=O)=O)=O)=CC=C3)C2=C\C=C%16N(CCCCS(=O)(O[Na])=O)C(C=CC=C%17)=C%17C\%16(C)C)=[N+](CCCCS(=O)([O-])=O)C%18=C1C=CC=C%18,809,842,methanol,,,,0.06,methanol,,,,,,"400, 660, 809",10.7150/thno.5923
1629,4_89,HPPH-Cyp（13）,FALSE,CC(C(C(C=CC=C1)=C1C=C2)=C2N3CCC(O)=O)(C)C3/C=C/C=C/C=C/C=C4N(CCC(NCCNC(CC[C@H]5/C(N=C(/C=C6N/C(C(OCCCCCC)=C\6C)=C\C7=N/C(C(CC)=C7C)=C\C8=C(C)C9=C%10N8)[C@@H]5C)=C%10\CC9=O)=O)=O)C(C=CC%11=C%12C=CC=C%11)=C%12C/4(C)C,788,828,methanol,,,,0.06,methanol,,,,,,"430, 640, 788",10.7150/thno.5923
1630,4_90,HPPH2Cyp(14),FALSE,CC(C(C(C=CC=C1)=C1C=C2)=C2N3CCC(NCCNC(CC[C@H]4/C(N=C(/C=C5N/C(C(OCCCCCC)=C\5C)=C\C6=N/C(C(CC)=C6C)=C\C7=C(C)C8=C9N7)[C@@H]4C)=C9\CC8=O)=O)=O)(C)C3/C=C/C=C/C=C/C=C%10N(CCC(NCCNC(CC[C@H]%11/C(N=C(/C=C%12N/C(C(OCCCCCC)=C\%12C)=C\C%13=N/C(C(CC)=C%13C)=C\C%14=C(C)C%15=C%16N%14)[C@@H]%11C)=C%16\CC%15=O)=O)=O)C(C=CC%17=C%18C=CC=C%17)=C%18C/%10(C)C,798,836,methanol,,,,0.08,methanol,,,,,,"425, 640, 798",10.7150/thno.5923
1631,4_91,2-[(3-Hexylbenzoselenazol-2(3H)-ylidene)methyl]-4-[(1-hexylquinolin-1-ium-2-yl)methylidene]-3-oxocyclobut-1-en-1-olate (9),FALSE,O=C1C(/C=C2[Se]C(C=CC=C3)=C3N/2CCCCCC)=C([O-])/C1=C/C4=[N+](CCCCCC)C5=CC=CC=C5C=C4,686,,acetonitrile,128825,,,0.03,chloroform,,,,,,686,10.3390/ma13112646
1632,4_92,2-[2-Amino-3-(3-hexylbenzoselenazol-2(3H)-ylidenemethyl)-4-oxocyclobut-2-enylidenemethyl]-1-hexylquinolin-1-ium Iodide (11),FALSE,O=C1C(/C=C2[Se]C(C=CC=C3)=C3N/2CCCCCC)=C(N)/C1=C/C4=[N+](CCCCCC)C5=CC=CC=C5C=C4.[I-],658,,acetonitrile,676083,,,0.04,chloroform,,,,,,658,10.3390/ma13112646
1633,4_93,1-Hexyl-2-[3-(3-hexylbenzoselenazol-2(3H)-ylidenemethyl)-2-methylamino-4-oxocyclobut-2-enylidenemethyl]-quinolin-1-ium Iodide (12),FALSE,O=C1C(/C=C2[Se]C(C=CC=C3)=C3N/2CCCCCC)=C(NC)/C1=C/C4=[N+](CCCCCC)C5=CC=CC=C5C=C4.[I-],671,,acetonitrile,575440,,,0.06,chloroform,,,,,,671,10.3390/ma13112646
1634,4_94,Cy-N-Rh,FALSE,C[N+](C(C=CC=C1)=C1C2(C)C)=C2/C=C/C3=C(N4CCN(C5=CC(OC(C6=C7C8=C(C(O)=O)C=CC=C8)=C/C(C=C6)=[N+](CC)/CC)=C7C=C5)CC4)/C(CCC3)=C/C=C9C(C)(C)C(C=CC=C%10)=C%10N\9C,767,567,ethanol,74300,0.0179,,0.12,ethanol,,,,,,"548, 767",10.1016/j.saa.2022.121083
1635,4_95,Rh,FALSE,CC/[N+](CC)=C1C=CC2=C(C3=C(C(O)=O)C=CC=C3)C4=C(C=C(N5CCNCC5)C=C4)OC2=C/1,545,567,ethanol,21000,0.0832,,0.0046,ethanol,,,,,,545,10.1016/j.saa.2022.121083
1636,4_96,Cy,FALSE,C[N+](C(C=CC=C1)=C1C2(C)C)=C2/C=C/C3=C(N4CCNCC4)/C(CCC3)=C/C=C5C(C)(C)C(C=CC=C6)=C6N\5C,689,789,ethanol,60300,0.1141,,0.0435,ethanol,,,,,,689,10.1016/j.saa.2022.121083
